instructor,time,location,maxcap,srmajor,jrmajor,available,grad,srnon,jrnon,so,fr,ispoi,code,sem,title,iscross
"Oliver,Donald B.",..T.R.. 02:50PM-04:10PM;,TBA,35,10,10,35,NA,5,5,5,0,FALSE,Crosslisting:,BIOL231,Microbiology,FALSE
"Royer,Dana",..T.R.. 10:20AM-11:40AM;,TBA,25,9,9,25,NA,1,1,4,1,FALSE,Crosslisting:,"BIOL233,",Geobiology,FALSE
STAFF,.M.W... 10:50AM-12:10PM;,TBA,30,15,15,30,NA,0,0,0,0,FALSE,Crosslisting:,"BIOL239,",Functional Anatomy of the Human Brain,FALSE
"Aaron,Gloster B.",...W.F. 10:50AM-12:10PM;,TBA,25,15,10,25,NA,0,0,0,0,FALSE,BIOL245,Fall2018,Cellular Neurophysiology,TRUE
"Treloar,Helen B.",...W.F. 10:50AM-12:10PM;,TBA,18,10,8,18,NA,0,0,0,NA,FALSE,Crosslisting:,BIOL252,Cell Biology of the Neuron,FALSE
"Coolon,Joseph David",.M.W... 02:50PM-04:10PM;,TBA,12,6,6,12,NA,0,0,0,0,FALSE,BIOL310,Fall2018,Genomics Analysis,TRUE
"Treloar,Helen B.",..T.R.. 08:50AM-10:10AM;,TBA,15,10,5,15,NA,0,0,NA,NA,FALSE,Crosslisting:,"BIOL353,",Neurobiology of Neurological Disorders,FALSE
"Treloar,Helen B.",..T.R.. 01:20PM-02:40PM;,TBA,15,10,5,15,NA,0,0,NA,NA,FALSE,Crosslisting:,"BIOL353,",Neurobiology of Neurological Disorders,FALSE
"Grabel,Laura B.",.M..... 12:15PM-01:15PM;,TBA,17,3,2,17,12,0,0,0,0,FALSE,BIOL505,Fall2018,Cell and Development Journal Club I,FALSE
"Aaron,Gloster B.",.M..... 12:15PM-01:15PM;,TBA,12,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,BIOL509,Fall2018,Neuroscience Journal Club I,TRUE
"Burke,Ann Campbell",.....F. 03:30PM-05:00PM;,TBA,25,NA,NA,25,25,NA,NA,NA,NA,FALSE,BIOL557,Fall2018,Advanced Research Seminars in Biology,FALSE
"Powzyk,Joyce Ann",...W.F. 10:50AM-12:10PM;,TBA,35,NA,NA,35,NA,15,10,10,NA,FALSE,BIOL106,Spring2019,The Biology of Sex,FALSE
"Powzyk,Joyce Ann",..T.R.. 01:20PM-02:40PM;,TBA,15,NA,NA,15,NA,NA,NA,NA,15,FALSE,NANA,NANA,Primate Behavior: The Real Monkey Business (FYS),FALSE
"Kirn,John    Singer,Michael",.M.W.F. 09:50AM-10:40AM;,TBA,270,NA,NA,270,NA,20,20,100,130,FALSE,BIOL182,Spring2019,Principles of Biology II,TRUE
"Johnson,Ruth Ineke",.M.W.F. 10:50AM-11:40AM;,TBA,35,8,9,35,2,2,2,12,NA,FALSE,BIOL212,Spring2019,Principles and Mechanisms of Cell Biology,TRUE
STAFF,.M.W.F. 09:50AM-10:40AM;,TBA,40,0,5,40,NA,15,10,10,0,FALSE,Crosslisting:,BIOL228,Introductory Medical Biochemistry,FALSE
"Weir,Michael P.",.M.W.F. 10:50AM-11:40AM;,TBA,5,2,2,5,NA,0,0,1,0,FALSE,BIOL266,Spring2019,Bioinformatics,TRUE
"Treloar,Helen B.",..T.R.. 10:20AM-11:40AM;,TBA,15,9,6,15,NA,0,0,0,NA,FALSE,Crosslisting:,BIOL328,Chemical Senses,FALSE
"Devoto,Stephen H.",...W... 01:20PM-04:10PM;,TBA,16,4,4,16,2,3,3,NA,NA,FALSE,BIOL343,Spring2019,Muscle and Nerve Development,TRUE
"Aaron,Gloster B.",..T.R.. 02:50PM-04:10PM;,TBA,19,8,8,19,NA,3,NA,NA,NA,FALSE,BIOL347,Spring2019,Mammalian Cortical Circuits,TRUE
"Treloar,Helen B.",..T.R.. 01:20PM-02:40PM;,TBA,18,9,9,18,NA,0,0,0,NA,FALSE,Crosslisting:,"BIOL356,",Neurodevelopmental Disorders,FALSE
"Weir,Michael P.",.M..... 12:15PM-01:15PM;,TBA,12,2,0,12,10,0,0,0,0,FALSE,BIOL506,Spring2019,Cell and Development Journal Club II,FALSE
"Aaron,Gloster B.",.M..... 12:15PM-01:15PM;,TBA,10,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,BIOL510,Spring2019,Neurosciences Journal Club II,TRUE
"Davis,Anthony P.",.M.W.F. 08:50AM-09:40AM; .M..... 04:20PM-05:50PM;,TBA,18,0,0,18,NA,0,0,0,18,FALSE,CHEM141,Fall2018,Introductory Chemistry I,FALSE
"Davis,Anthony P.",.M.W.F. 08:50AM-09:40AM; .M..... 04:20PM-05:50PM;,TBA,18,0,0,18,NA,2,2,7,7,FALSE,CHEM141,Fall2018,Introductory Chemistry I,FALSE
"Davis,Anthony P.",.M.W.F. 08:50AM-09:40AM; .M..... 07:10PM-08:40PM;,TBA,18,0,0,18,NA,2,2,7,7,FALSE,CHEM141,Fall2018,Introductory Chemistry I,FALSE
"Davis,Anthony P.",.M.W.F. 08:50AM-09:40AM; ..T.... 04:20PM-05:50PM;,TBA,18,0,0,18,NA,2,2,7,7,FALSE,CHEM141,Fall2018,Introductory Chemistry I,FALSE
"Davis,Anthony P.",.M.W.F. 08:50AM-09:40AM; ..T.... 04:20PM-05:50PM;,TBA,18,0,0,18,NA,2,2,7,7,FALSE,CHEM141,Fall2018,Introductory Chemistry I,FALSE
"Davis,Anthony P.",.M.W.F. 08:50AM-09:40AM; ..T.... 07:10PM-08:40PM;,TBA,18,0,0,18,NA,2,2,7,7,FALSE,CHEM141,Fall2018,Introductory Chemistry I,FALSE
"Davis,Anthony P.",.M.W.F. 08:50AM-09:40AM; .M..... 04:20PM-05:50PM;,TBA,18,0,0,18,NA,2,2,7,7,FALSE,CHEM141,Fall2018,Introductory Chemistry I,FALSE
"Davis,Anthony P.",.M.W.F. 08:50AM-09:40AM; .M..... 07:10PM-08:40PM;,TBA,18,0,0,18,NA,2,2,7,7,FALSE,CHEM141,Fall2018,Introductory Chemistry I,FALSE
"Westmoreland,T. David",.M.W.F. 08:50AM-09:40AM; .M..... 04:25PM-05:55PM;,TBA,16,0,0,16,NA,1,1,1,13,FALSE,CHEM143,Fall2018,Principles of Chemistry I,FALSE
"Westmoreland,T. David",.M.W.F. 08:50AM-09:40AM; .M..... 07:10PM-08:40PM;,TBA,19,0,0,19,NA,0,0,0,19,FALSE,CHEM143,Fall2018,Principles of Chemistry I,FALSE
"Westmoreland,T. David",.M.W.F. 08:50AM-09:40AM; .M..... 07:10PM-08:40PM;,TBA,19,0,0,19,NA,1,1,1,16,FALSE,CHEM143,Fall2018,Principles of Chemistry I,FALSE
"Westmoreland,T. David",.M.W.F. 08:50AM-09:40AM; ..T.... 04:25PM-05:55PM;,TBA,19,1,0,19,NA,0,1,1,16,FALSE,CHEM143,Fall2018,Principles of Chemistry I,FALSE
"Westmoreland,T. David",.M.W.F. 08:50AM-09:40AM; .M..... 04:25PM-05:55PM;,TBA,19,0,0,19,NA,1,1,1,16,FALSE,CHEM143,Fall2018,Principles of Chemistry I,FALSE
"Westmoreland,T. David",.M.W.F. 08:50AM-09:40AM; ..T.... 04:25PM-05:55PM;,TBA,19,0,0,19,NA,1,1,1,16,FALSE,CHEM143,Fall2018,Principles of Chemistry I,FALSE
"Westmoreland,T. David",.M.W.F. 08:50AM-09:40AM; .M..... 04:25PM-05:55PM;,TBA,19,0,0,0,NA,1,1,1,16,FALSE,CHEM143,Fall2018,Principles of Chemistry I,FALSE
"Jimenez Hoyos,Carlos Alberto",.M..... 01:20PM-04:10PM;,TBA,24,0,0,24,NA,1,2,5,16,FALSE,CHEM152,Fall2018,Introductory Chemistry Laboratory,FALSE
"Jimenez Hoyos,Carlos Alberto",..T.... 01:20PM-04:10PM;,TBA,24,0,0,24,NA,1,2,5,16,FALSE,CHEM152,Fall2018,Introductory Chemistry Laboratory,FALSE
"Jimenez Hoyos,Carlos Alberto",...W... 01:20PM-04:10PM;,TBA,24,0,0,24,NA,1,2,5,16,FALSE,CHEM152,Fall2018,Introductory Chemistry Laboratory,FALSE
"Jimenez Hoyos,Carlos Alberto",....R.. 01:20PM-04:10PM;,TBA,24,0,0,24,NA,1,2,5,16,FALSE,CHEM152,Fall2018,Introductory Chemistry Laboratory,FALSE
"Northrop,Brian Hale",..T.R.. 08:50AM-10:10AM; .M..... 02:50PM-04:10PM;,TBA,19,0,0,19,NA,2,5,10,2,FALSE,CHEM251,Fall2018,Principles of Organic Chemistry I,FALSE
"Northrop,Brian Hale",..T.R.. 08:50AM-10:10AM; .M..... 02:45PM-04:10PM;,TBA,19,0,0,19,NA,2,5,10,2,FALSE,CHEM251,Fall2018,Principles of Organic Chemistry I,FALSE
"Northrop,Brian Hale",..T.R.. 08:50PM-10:10PM; .M..... 04:25PM-05:55PM;,TBA,19,0,0,19,NA,2,5,10,2,FALSE,CHEM251,Fall2018,Principles of Organic Chemistry I,FALSE
"Northrop,Brian Hale",..T.R.. 08:50AM-10:10AM; .M..... 04:25PM-05:55PM;,TBA,19,0,0,19,NA,2,5,10,2,FALSE,CHEM251,Fall2018,Principles of Organic Chemistry I,FALSE
"Northrop,Brian Hale",..T.R.. 08:50AM-10:10AM; .M..... 07:10PM-08:40PM;,TBA,19,0,0,19,NA,2,5,10,2,FALSE,CHEM251,Fall2018,Principles of Organic Chemistry I,FALSE
"Northrop,Brian Hale",..T.R.. 08:50AM-10:10AM; .M..... 07:10PM-08:40PM;,TBA,19,0,0,19,NA,2,5,10,2,FALSE,CHEM251,Fall2018,Principles of Organic Chemistry I,FALSE
"Northrop,Brian Hale",..T.R.. 08:50AM-10:10AM; .M..... 07:30PM-09:00PM;,TBA,19,0,0,19,NA,2,5,10,2,FALSE,CHEM251,Fall2018,Principles of Organic Chemistry I,FALSE
"Northrop,Brian Hale",..T.R.. 08:50AM-10:10AM; .M..... 07:30PM-09:00PM;,TBA,19,0,0,19,NA,2,5,10,2,FALSE,CHEM251,Fall2018,Principles of Organic Chemistry I,FALSE
STAFF,.M..... 01:20PM-02:40PM; ..T.... 08:20AM-12:10PM;,TBA,20,0,0,20,NA,2,2,14,2,FALSE,CHEM257,Fall2018,General Chemistry Laboratory,FALSE
STAFF,.M..... 01:20PM-02:40PM; .....F. 01:20PM-05:10PM;,TBA,20,0,0,20,NA,2,2,14,2,FALSE,CHEM257,Fall2018,General Chemistry Laboratory,FALSE
STAFF,.M..... 01:20PM-02:40PM; ..T.... 01:20PM-05:10PM;,TBA,20,0,0,20,NA,2,2,14,2,FALSE,CHEM257,Fall2018,General Chemistry Laboratory,FALSE
STAFF,.M..... 01:20PM-02:40PM; ...W... 01:20PM-05:10PM;,TBA,20,0,0,20,NA,2,2,14,2,FALSE,CHEM257,Fall2018,General Chemistry Laboratory,FALSE
STAFF,.M..... 01:20PM-02:40PM; ....R.. 01:20PM-05:10PM;,TBA,20,0,0,20,NA,2,2,14,2,FALSE,CHEM257,Fall2018,General Chemistry Laboratory,FALSE
STAFF,.M..... 01:20PM-02:40PM; ...W... 06:10PM-10:00PM;,TBA,20,0,0,20,NA,2,2,14,2,FALSE,CHEM257,Fall2018,General Chemistry Laboratory,FALSE
STAFF,.M..... 01:20PM-02:40PM; ....R.. 06:10PM-10:00PM;,TBA,20,0,0,20,NA,2,2,14,2,FALSE,CHEM257,Fall2018,General Chemistry Laboratory,FALSE
"Novick,Stewart E.",..T.R.. 10:20AM-11:40AM;,TBA,40,8,15,40,5,0,0,10,2,FALSE,CHEM337,Fall2018,Physical Chemistry I: Quantum Mechanics and Spectroscopy,FALSE
"Calter,Michael A.",.M.W.F. 09:50AM-10:40AM;,TBA,19,7,7,19,5,0,0,0,0,FALSE,CHEM359,Fall2018,Advanced Organic Synthesis,FALSE
"Personick,Michelle Louise",..T.R.. 08:50AM-10:10AM;,TBA,30,8,8,30,10,2,2,0,0,FALSE,CHEM361,Fall2018,Advanced Inorganic Chemistry,FALSE
"Roberts,Andrea",.M..... 01:20PM-06:10PM; .....F. 01:20PM-02:10PM;,TBA,10,3,7,10,NA,0,0,0,0,FALSE,CHEM375,Fall2018,Integrated Chemistry Laboratory I,FALSE
"Roberts,Andrea",..T.... 01:20PM-06:10PM; .....F. 01:20PM-02:10PM;,TBA,10,4,6,10,NA,0,0,0,0,FALSE,CHEM375,Fall2018,Integrated Chemistry Laboratory I,FALSE
"Roberts,Andrea",...W... 01:20PM-06:10PM; .....F. 01:20PM-02:10PM;,TBA,10,5,5,10,NA,0,0,0,0,FALSE,CHEM375,Fall2018,Integrated Chemistry Laboratory I,FALSE
"Russu,Irina M.",..T.R.. 01:20PM-02:40PM;,TBA,35,0,0,35,NA,7,8,10,10,FALSE,CHEM118,Spring2019,DNA,FALSE
"Roberts,Andrea",.M.W.F. 08:50AM-09:40AM; .M..... 04:20PM-05:50PM;,TBA,16,0,0,16,NA,1,2,4,9,FALSE,CHEM142,Spring2019,Introductory Chemistry II,FALSE
"Roberts,Andrea",.M.W.F. 08:50AM-09:40AM; .M..... 04:20PM-05:50PM;,TBA,16,0,0,16,NA,1,2,4,9,FALSE,CHEM142,Spring2019,Introductory Chemistry II,FALSE
"Roberts,Andrea",.M.W.F. 08:50AM-09:40AM; .M..... 07:10PM-08:40PM;,TBA,16,0,0,16,NA,1,2,4,9,FALSE,CHEM142,Spring2019,Introductory Chemistry II,FALSE
"Roberts,Andrea",.M.W.F. 08:50AM-09:40AM; ..T.... 04:20PM-05:50PM;,TBA,16,0,0,16,NA,1,2,4,9,FALSE,CHEM142,Spring2019,Introductory Chemistry II,FALSE
"Roberts,Andrea",.M.W.F. 08:50AM-09:40AM; ..T.... 04:20PM-05:50PM;,TBA,16,0,0,16,NA,1,2,4,9,FALSE,CHEM142,Spring2019,Introductory Chemistry II,FALSE
"Roberts,Andrea",.M.W.F. 08:50AM-09:40AM; ..T.... 07:10PM-08:40PM;,TBA,16,0,0,16,NA,1,2,4,9,FALSE,CHEM142,Spring2019,Introductory Chemistry II,FALSE
"Roberts,Andrea",.M.W.F. 08:50AM-09:40AM; .M..... 04:20PM-05:50PM;,TBA,16,0,0,16,NA,1,2,4,9,FALSE,CHEM142,Spring2019,Introductory Chemistry II,FALSE
"Roberts,Andrea",.M.W.F. 08:50AM-09:40AM; .M..... 07:10PM-08:40PM;,TBA,16,0,0,16,NA,1,2,4,9,FALSE,CHEM142,Spring2019,Introductory Chemistry II,FALSE
"Personick,Michelle Louise",.M.W.F. 08:50AM-09:40AM; .M..... 04:25PM-05:55PM;,TBA,12,0,0,12,NA,1,1,1,9,FALSE,CHEM144,Spring2019,Principles of Chemistry II,FALSE
"Personick,Michelle Louise",.M.W.F. 08:50AM-09:40AM; .M..... 04:25PM-05:55PM;,TBA,12,0,0,12,NA,1,1,1,9,FALSE,CHEM144,Spring2019,Principles of Chemistry II,FALSE
"Personick,Michelle Louise",.M.W.F. 08:50AM-09:40AM; .M..... 07:10PM-08:40PM;,TBA,12,0,0,12,NA,1,1,1,9,FALSE,CHEM144,Spring2019,Principles of Chemistry II,FALSE
"Personick,Michelle Louise",.M.W.F. 08:50AM-09:40AM; .M..... 07:10PM-08:40PM;,TBA,12,0,0,12,NA,1,1,1,9,FALSE,CHEM144,Spring2019,Principles of Chemistry II,FALSE
"Personick,Michelle Louise",.M.W.F. 08:50AM-09:40AM; ..T.... 04:25PM-05:55PM;,TBA,12,0,0,12,NA,1,1,1,9,FALSE,CHEM144,Spring2019,Principles of Chemistry II,FALSE
"Personick,Michelle Louise",.M.W.F. 08:50AM-09:40AM; ..T.... 07:10PM-08:40PM;,TBA,12,1,1,12,NA,0,0,1,9,FALSE,CHEM144,Spring2019,Principles of Chemistry II,FALSE
STAFF,.M..... 01:20PM-04:10PM;,TBA,24,0,0,24,NA,1,2,5,16,FALSE,CHEM152,Spring2019,Introductory Chemistry Laboratory,FALSE
STAFF,..T.... 01:20PM-04:10PM;,TBA,24,0,0,24,NA,1,2,5,16,FALSE,CHEM152,Spring2019,Introductory Chemistry Laboratory,FALSE
STAFF,...W... 01:20PM-04:10PM;,TBA,24,0,0,24,NA,1,2,5,16,FALSE,CHEM152,Spring2019,Introductory Chemistry Laboratory,FALSE
STAFF,....R.. 01:20PM-04:10PM;,TBA,24,0,0,24,NA,1,2,5,16,FALSE,CHEM152,Spring2019,Introductory Chemistry Laboratory,FALSE
STAFF,.....F. 01:20PM-04:10PM;,TBA,24,0,0,24,NA,1,2,5,16,FALSE,CHEM152,Spring2019,Introductory Chemistry Laboratory,FALSE
"Calter,Michael A.",..T.R.. 08:50AM-10:10AM; .M..... 02:50PM-04:10PM;,TBA,22,0,0,22,NA,2,3,15,2,FALSE,CHEM252,Spring2019,Principles of Organic Chemistry II,FALSE
"Calter,Michael A.",..T.R.. 08:50AM-10:10AM; .M..... 07:10PM-08:40PM;,TBA,22,0,0,22,NA,2,3,15,2,FALSE,CHEM252,Spring2019,Principles of Organic Chemistry II,FALSE
"Calter,Michael A.",..T.R.. 08:50AM-10:10AM; .M..... 07:10PM-08:40PM;,TBA,22,0,0,22,NA,2,3,15,2,FALSE,CHEM252,Spring2019,Principles of Organic Chemistry II,FALSE
"Calter,Michael A.",..T.R.. 08:50AM-10:10AM; ..T.... 02:50PM-04:10PM;,TBA,22,0,0,22,NA,2,3,15,2,FALSE,CHEM252,Spring2019,Principles of Organic Chemistry II,FALSE
"Calter,Michael A.",..T.R.. 08:50AM-10:10AM; ..T.... 07:10PM-08:40PM;,TBA,22,0,0,22,NA,2,3,15,2,FALSE,CHEM252,Spring2019,Principles of Organic Chemistry II,FALSE
"Calter,Michael A.",..T.R.. 08:50AM-10:10AM; ..T.... 07:10PM-08:40PM;,TBA,22,0,0,22,NA,2,3,15,2,FALSE,CHEM252,Spring2019,Principles of Organic Chemistry II,FALSE
"Calter,Michael A.",..T.R.. 08:50AM-10:10AM; .M..... 07:30PM-09:00PM;,TBA,22,0,0,22,NA,2,3,15,2,FALSE,CHEM252,Spring2019,Principles of Organic Chemistry II,FALSE
"Calter,Michael A.",..T.R.. 08:50AM-10:10AM; ..T.... 07:30PM-09:00PM;,TBA,22,0,0,22,NA,2,3,15,2,FALSE,CHEM252,Spring2019,Principles of Organic Chemistry II,FALSE
STAFF,.M..... 01:20PM-02:40PM; ..T.... 08:20AM-12:10PM;,TBA,20,0,0,20,NA,2,2,14,2,FALSE,CHEM258,Spring2019,Organic Chemistry Laboratory,FALSE
STAFF,.M..... 01:20PM-02:40PM; .....F. 01:20PM-05:10PM;,TBA,20,0,0,20,NA,2,2,14,2,FALSE,CHEM258,Spring2019,Organic Chemistry Laboratory,FALSE
STAFF,.M..... 01:20PM-02:40PM; ..T.... 01:20PM-05:10PM;,TBA,20,0,0,20,NA,2,2,14,2,FALSE,CHEM258,Spring2019,Organic Chemistry Laboratory,FALSE
STAFF,.M..... 01:20PM-02:40PM; ...W... 01:20PM-05:10PM;,TBA,20,0,0,20,NA,2,2,14,2,FALSE,CHEM258,Spring2019,Organic Chemistry Laboratory,FALSE
STAFF,.M..... 01:20PM-02:40PM; ....R.. 01:20PM-05:10PM;,TBA,20,0,0,20,NA,2,2,14,2,FALSE,CHEM258,Spring2019,Organic Chemistry Laboratory,FALSE
STAFF,.M..... 01:20PM-02:40PM; ...W... 06:10PM-10:00PM;,TBA,20,0,0,20,NA,2,2,14,2,FALSE,CHEM258,Spring2019,Organic Chemistry Laboratory,FALSE
STAFF,.M..... 01:20PM-02:40PM; ....R.. 06:10PM-10:00PM;,TBA,20,0,0,20,NA,2,2,14,2,FALSE,CHEM258,Spring2019,Organic Chemistry Laboratory,FALSE
"Davis,Anthony P.",.M.W... 10:50AM-12:10PM; ....R.. 01:10PM-04:10PM;,TBA,12,11,0,12,1,0,0,0,NA,FALSE,CHEM317,Spring2019,Analytical Chemistry,FALSE
"Taylor,Erika A.",..T.R.. 08:50AM-10:10AM;,TBA,19,7,7,19,NA,2,3,0,0,FALSE,CHEM321,Spring2019,Biomedicinal Chemistry,TRUE
"Jimenez Hoyos,Carlos Alberto",..T.R.. 10:20AM-11:40AM;,TBA,24,5,10,24,5,0,0,4,0,FALSE,CHEM338,Spring2019,"Physical Chemistry II: Thermodynamics, Statistical Mechanics, and Kinetics",FALSE
"Northrop,Brian Hale",.M.W.F. 09:50AM-10:40AM;,TBA,19,7,7,19,5,0,0,0,0,FALSE,CHEM358,Spring2019,Structure and Mechanism,FALSE
"Westmoreland,T. David",.M..... 01:20PM-06:10PM; .....F. 01:20PM-02:10PM;,TBA,10,3,7,10,NA,0,0,0,0,FALSE,CHEM376,Spring2019,Integrated Chemistry Laboratory II,FALSE
"Westmoreland,T. David",..T.... 01:20PM-06:10PM; .....F. 01:20PM-02:10PM;,TBA,10,3,7,10,NA,0,0,0,0,FALSE,CHEM376,Spring2019,Integrated Chemistry Laboratory II,FALSE
"Westmoreland,T. David",...W... 01:20PM-06:10PM; .....F. 01:20PM-02:10PM;,TBA,5,2,2,5,NA,1,0,0,0,FALSE,CHEM376,Spring2019,Integrated Chemistry Laboratory II,FALSE
"Personick,Michelle Louise",.....F. 03:30PM-04:30PM;,TBA,60,20,15,60,25,0,0,0,0,FALSE,CHEM522,Spring2019,Chemistry Symposia II,FALSE
"Knee,Joseph L.",.M..... 12:10PM-01:00PM;,TBA,19,3,3,19,13,0,0,0,0,FALSE,PHYS588,Spring2019,Seminar in Chemical Physics,TRUE
"Northrop,Brian Hale",....R.. 12:00PM-01:00PM;,TBA,15,2,0,15,13,0,0,0,0,FALSE,CHEM558,Spring2019,Seminar in Organic and Inorganic Chemistry,FALSE
"Aaron,Gloster B.",.....F. 02:50PM-03:40PM;,TBA,35,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,CIS121,Fall2018,Wesleyan Mathematics and Science Scholars Colloquium I,FALSE
"Teva,David Leipziger",.M..... 04:30PM-06:30PM;,TBA,16,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,CIS135,Fall2018,Mindfulness,FALSE
"Cooley,John Richard",.M.W... 10:50AM-12:10PM;,TBA,15,NA,NA,15,NA,NA,NA,NA,15,FALSE,NANA,NANA,The Science Behind Popular Scientific Literature (FYS),FALSE
"Thomas,Ellen",.....F. 01:20PM-02:40PM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,CIS221,Fall2018,Research Frontiers in the Sciences I,FALSE
"Nazzaro,Valerie L.",..T.R.. 10:20AM-11:40AM;,TBA,19,0,0,19,2,7,7,3,0,FALSE,QAC307,Fall2018,Experimental Design and Causal Inference,TRUE
"Mukerji,Ishita",.....F. 01:20PM-02:40PM;,TBA,30,15,10,30,5,0,0,0,NA,FALSE,CIS321,Fall2018,Senior Colloquium I: Integrative Sciences,FALSE
"Hughes,Meredith",.....F. 01:20PM-02:40PM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,CIS340,Fall2018,STEM Equity and Inclusion,TRUE
"Hildum,Alyson",.M.W.F. 09:50AM-10:40AM;,TBA,40,0,0,40,NA,1,1,10,28,FALSE,MATH222,Fall2018,Multivariable Calculus,FALSE
"Li,Han",.M.W... 01:20PM-02:40PM;,TBA,40,0,0,40,NA,1,1,10,28,FALSE,MATH222,Fall2018,Multivariable Calculus,FALSE
"Fieldsteel,Adam",..T.R.. 08:50AM-10:10AM;,TBA,35,8,9,35,NA,4,5,9,0,FALSE,MATH226,Fall2018,Complex Analysis,FALSE
"Loui,Psyche",..T.R.. 02:50PM-04:10PM;,TBA,10,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,PSYC398,Fall2018,Advanced Research in Auditory Cognitive Neuroscience,TRUE
"Ellis,Fred M.",.M.W... 10:50AM-12:10PM;,TBA,19,7,8,19,2,0,0,2,0,FALSE,PHYS315,Fall2018,Quantum Mechanics II,TRUE
"Sanislow,Charles A.",.M.W... 02:50PM-04:10PM;,TBA,10,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,PSYC392,Fall2018,Behavioral Methods in Affective Neuroscience,TRUE
"Hovey,Mark A.",TBA;,TBA,19,0,0,19,NA,5,5,5,4,FALSE,CIS115,Spring2019,Experiential Design and Application,FALSE
"Aaron,Gloster B.",.....F. 02:50PM-03:40PM;,TBA,35,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,CIS122,Spring2019,Wesleyan Mathematics and Science Scholars Colloquium II,FALSE
"Teva,David Leipziger",.M..... 04:30PM-06:30PM;,TBA,16,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,CIS135,Spring2019,Mindfulness,FALSE
"Thomas,Ellen",.....F. 01:20PM-02:40PM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,CIS222,Spring2019,Research Frontiers in the Sciences II,FALSE
"Mukerji,Ishita",.....F. 01:20PM-02:40PM;,TBA,30,15,10,30,5,0,0,0,0,FALSE,CIS322,Spring2019,Senior Colloquium II: Integrative Sciences,FALSE
"Gilmore,Martha S.",...W... 01:20PM-04:10PM;,TBA,20,8,2,20,2,6,2,0,0,FALSE,NANA,NANA,Remote-Sensing Laboratory,FALSE
"Hildum,Alyson",.M.W.F. 09:50AM-10:40AM;,TBA,40,0,0,40,NA,1,2,12,25,FALSE,MATH222,Spring2019,Multivariable Calculus,FALSE
"Hildum,Alyson",.M.W.F. 10:50AM-11:40AM;,TBA,35,0,0,35,NA,1,2,10,22,FALSE,MATH222,Spring2019,Multivariable Calculus,FALSE
"Fieldsteel,Adam",..T.R.. 08:50AM-10:10AM;,TBA,60,15,15,60,NA,10,10,10,0,FALSE,MATH225,Spring2019,Fundamentals of Analysis: An Introduction to Real Analysis,FALSE
"Ram�rez,Felipe A.",.M.W.F. 08:50AM-09:40AM;,TBA,35,5,10,35,NA,5,5,8,2,FALSE,MATH229,Spring2019,Differential Equations,FALSE
"Robinson,Mike",..T.R.. 10:20AM-11:40AM;,TBA,35,11,11,35,NA,3,3,7,NA,FALSE,Crosslisting:,PSYC227,Motivation and Reward,FALSE
"Morgan,Thomas J.",.M.W... 02:50PM-04:10PM;,TBA,19,7,7,19,3,0,0,2,0,FALSE,PHYS313,Spring2019,Classical Dynamics,TRUE
"H�wel,Lutz",.M.W... 02:50PM-04:10PM;,TBA,24,12,12,24,NA,0,0,0,0,FALSE,PHYS358,Spring2019,Condensed Matter,TRUE
"Juhasz,Barbara Jean",.M.W... 10:50AM-12:10PM;,TBA,35,0,0,35,NA,10,10,10,5,FALSE,PSYC222,Spring2019,Sensation and Perception,TRUE
"Lipton,James",..T.R.. 01:20PM-02:40PM;,TBA,30,15,10,30,NA,0,0,5,0,FALSE,COMP301,Fall2018,Automata Theory and Formal Languages,TRUE
"Manfredi,Victoria Ursula",.M.W... 01:20PM-02:40PM;,TBA,30,15,10,30,0,0,0,5,0,FALSE,COMP332,Fall2018,Computer Networks,FALSE
"Danner,Norman",.M.W... 01:20PM-02:40PM;,TBA,25,NA,NA,25,NA,5,5,5,10,FALSE,COMP114,Spring2019,How to Talk to Machines,FALSE
"Danner,Norman",..T.R.. 01:20PM-02:40PM;,TBA,30,15,10,30,NA,0,0,5,0,FALSE,COMP321,Spring2019,Design of Programming Languages,TRUE
"Krizanc,Daniel",..T.R.. 08:50AM-10:10AM;,TBA,30,15,10,30,NA,0,0,5,0,FALSE,COMP331,Spring2019,Computer Structure and Organization,TRUE
"Shai,Saray",..T.R.. 02:50PM-04:10PM;,TBA,25,10,10,25,NA,0,0,5,0,FALSE,NANA,NANA,Special Topics in Computer Science,FALSE
"Greenwood,James P.",.M.W... 01:20PM-02:40PM; ...W... 02:40PM-04:10PM;,TBA,50,NA,NA,50,NA,0,0,25,25,FALSE,NANA,NANA,Dynamic Earth,FALSE
"Varekamp,Johan C.",..T.R.. 08:50AM-10:10AM;,TBA,25,13,12,25,NA,0,0,0,0,FALSE,NANA,NANA,Mineralogy,FALSE
