instructor,time,location,maxcap,srmajor,jrmajor,available,grad,srnon,jrnon,so,fr,ispoi,section,code,sem,division,gradingmode,prereq,fulfills,title,iscross,description
"Powzyk,Joyce Ann",...W.F. 10:50AM-12:10PM;,PAC104;,15,NA,NA,1,NA,NA,NA,NA,15,FALSE,01,BIOL140,Fall2016,NSM BIOL,Graded,None,None,Classic Studies in Animal Behavior,FALSE,"This course will focus on the major concepts in the field of animal behavior. We will discuss the selection pressures that shape animal behavior and whether the study of primate social and mating systems can provide insight into human behavior. Other questions include, Why do certain animal species exhibit altruistic behavior and others do not? What are the limiting resources for male and female animals, and why do they behave so differently? This is but a sampling of the subjects to be covered in a course that is specifically designed for students to gain a clearer understanding of the mechanisms that drive the natural world around them. We will commence with the early pioneers in ethology who were the first to describe the behavioral repertoire of a single species and progress onto the more current, comparative approach, in which two animals are compared for a more fine-tuned analysis. Biological jargon will be defined as original research is discussed."
"Powzyk,Joyce Ann",...W.F. 01:20PM-02:40PM;,SHAN201;,15,NA,NA,1,NA,NA,NA,NA,15,FALSE,02,BIOL140,Fall2016,NSM BIOL,Graded,None,None,Classic Studies in Animal Behavior,FALSE,"This course will focus on the major concepts in the field of animal behavior. We will discuss the selection pressures that shape animal behavior and whether the study of primate social and mating systems can provide insight into human behavior. Other questions include, Why do certain animal species exhibit altruistic behavior and others do not? What are the limiting resources for male and female animals, and why do they behave so differently? This is but a sampling of the subjects to be covered in a course that is specifically designed for students to gain a clearer understanding of the mechanisms that drive the natural world around them. We will commence with the early pioneers in ethology who were the first to describe the behavioral repertoire of a single species and progress onto the more current, comparative approach, in which two animals are compared for a more fine-tuned analysis. Biological jargon will be defined as original research is discussed."
"Murolo,Michelle Aaron",.M..... 01:20PM-04:10PM;,HALL84;,48,0,1,4,NA,6,6,15,20,FALSE,01,MB&B191,Fall2016,NSM MB&B,Credit/Unsatisfactory,None,(BIOL)(MB&B)(NS&B),Principles of Biology I--Laboratory,TRUE,"This laboratory course, to be taken concurrently with MB&B181 or BIOL181, provides direct experience with techniques used in cell biology and molecular biology. These include polymerase chain reaction (PCR), electrophoresis, enzyme assays, microscopy, and spectrophotometry. The lab course is a chance to learn these key techniques firsthand."
"Murolo,Michelle Aaron",..T.... 01:20PM-04:10PM;,HALL84;,48,0,1,1,NA,6,6,15,20,FALSE,02,MB&B191,Fall2016,NSM MB&B,Credit/Unsatisfactory,None,(BIOL)(MB&B)(NS&B),Principles of Biology I--Laboratory,TRUE,"This laboratory course, to be taken concurrently with MB&B181 or BIOL181, provides direct experience with techniques used in cell biology and molecular biology. These include polymerase chain reaction (PCR), electrophoresis, enzyme assays, microscopy, and spectrophotometry. The lab course is a chance to learn these key techniques firsthand."
"Murolo,Michelle Aaron",...W... 01:20PM-04:10PM;,HALL84;,48,0,1,12,NA,6,6,15,20,FALSE,03,MB&B191,Fall2016,NSM MB&B,Credit/Unsatisfactory,None,(BIOL)(MB&B)(NS&B),Principles of Biology I--Laboratory,TRUE,"This laboratory course, to be taken concurrently with MB&B181 or BIOL181, provides direct experience with techniques used in cell biology and molecular biology. These include polymerase chain reaction (PCR), electrophoresis, enzyme assays, microscopy, and spectrophotometry. The lab course is a chance to learn these key techniques firsthand."
"Murolo,Michelle Aaron",.M..... 06:40PM-09:30PM;,HALL84;,48,0,1,8,NA,6,6,15,20,FALSE,04,MB&B191,Fall2016,NSM MB&B,Credit/Unsatisfactory,None,(BIOL)(MB&B)(NS&B),Principles of Biology I--Laboratory,TRUE,"This laboratory course, to be taken concurrently with MB&B181 or BIOL181, provides direct experience with techniques used in cell biology and molecular biology. These include polymerase chain reaction (PCR), electrophoresis, enzyme assays, microscopy, and spectrophotometry. The lab course is a chance to learn these key techniques firsthand."
"Murolo,Michelle Aaron",....R.. 01:20PM-04:10PM;,HALL84;,48,0,1,1,NA,6,6,15,20,FALSE,05,MB&B191,Fall2016,NSM MB&B,Credit/Unsatisfactory,None,(BIOL)(MB&B)(NS&B),Principles of Biology I--Laboratory,TRUE,"This laboratory course, to be taken concurrently with MB&B181 or BIOL181, provides direct experience with techniques used in cell biology and molecular biology. These include polymerase chain reaction (PCR), electrophoresis, enzyme assays, microscopy, and spectrophotometry. The lab course is a chance to learn these key techniques firsthand."
"Naegele,Janice R.   Robinson,Mike",..T.R.. 10:20AM-11:40AM;,SHAN107;,140,10,15,42,NA,0,0,115,NA,FALSE,01,NS&B213,Fall2016,NSM NS&B,Student Option,None,(BIOL)(CIS)(NS&B)(PSYC)(SISP),Behavioral Neurobiology,TRUE,"This course will introduce the concepts and contemporary research in the field of neuroscience and behavior. The course is intended for prospective neuroscience and behavior majors (for whom it is required) and for biology and psychology majors who wish a broad introduction to neuroscience. The initial few weeks will be devoted to fundamental concepts of neuroanatomy and neurophysiology. Subsequent classes will deal in-depth with fundamental problems of nervous system function and the neural basis of behavior, including neurotransmitter systems; organization of the visual system and visual perception; the control of movement; neurological and neuropsychiatric disorders; the neuroendocrine system; control of autonomic behaviors such as feeding, sleep, and temperature regulation; the stress response; and language, learning, and memory. Experimental results from a variety of species, including humans, will be considered."
"Devoto,Stephen H.",..T.R.. 01:20PM-02:40PM;,SCIE121;,50,8,12,34,4,4,4,18,0,FALSE,01,BIOL218,Fall2016,NSM BIOL,Graded,[BIOL182 or MB&B182],(BIOL)(MB&B)(SISP),Developmental Biology,FALSE,"This course covers the mechanisms of development at the molecular, cellular, and organismal levels. Special attention will be paid to the process of scientific discovery: the experiments. Students will read and discuss both original research articles and the secondary review literature. We will discuss ethical and medical considerations for some of the topics covered."
"Oliver,Donald B.",..T.R.. 10:20AM-11:40AM;,SHAN201;,35,10,10,9,NA,5,5,5,0,FALSE,01,MB&B231,Fall2016,NSM MB&B,Graded,[MB&B181 or BIOL181] OR [MB&B208 or BIOL208],(BIOL)(MB&B),Microbiology,TRUE,"This course will study microorganisms in action, as agents of disease, in ecological situations, and as tools for research in molecular biology, genetics, and biochemistry. Particular emphasis will be placed on new ideas in the field."
"de Lanerolle,Nihal C.",.M.W... 10:50AM-12:10PM;,SCIE137;,30,15,15,1,NA,0,0,0,0,FALSE,01,NS&B239,Fall2016,NSM BIOL,Graded,[NS&B213 or BIOL213 or PSYC240],(BIOL)(CIS)(NS&B)(PSYC)(SISP),Functional Anatomy of the Human Brain,TRUE,"A mass of tissue the consistency of firm jello and weighing about 2.5 pounds in the adult human, the brain is an organ that controls nearly every function of the body. It also enables the highest cognitive functions of humans such as learning and memory, thinking, consciousness, aesthetic appreciation, etc. Its malfunction results in a variety of diseases such as senility, mood disorders, motor dysfunctions, etc. This course will examine in some detail the complex organization of this organ and how it performs some of its basic functions. It will be of special interest to premed students; NS&B, biology, and psychology majors; and anyone simply interested in how the brain works."
"Aaron,Gloster B.",..T.R.. 10:20AM-11:40AM;,SCIE109;,25,15,10,13,NA,0,0,0,0,FALSE,01,BIOL245,Fall2016,NSM BIOL,Student Option,[NS&B213 or BIOL213 or PSYC240],(BIOL)(NS&B)(SISP),Cellular Neurophysiology,TRUE,"This course will deal with basic aspects of neuronal physiology, including the function of excitable membranes and the transfer of information between cells (synaptic physiology, neurochemistry, membrane receptors). In connection with each of these topics, consideration will be given to short- and long-term modification of neuronal function. Toward the end of the course, we will examine the neurophysiology of epileptic seizures as well as the neurophysiology of motor systems."
"Treloar,Helen B.",...W.F. 10:50AM-12:10PM;,HALL230;,19,10,9,9,NA,0,0,NA,NA,FALSE,01,NS&B252,Fall2016,NSM NS&B,Graded,[NS&B213 or BIOL213 or PSYC240],(BIOL)(NS&B),Cell Biology of the Neuron,TRUE,"Neuronal cell biology is an important and fast-moving field. The brain cannot be understood without first elucidating the properties and functions of its component neurons. This course will focus on cell biological studies of the nervous system. We will explore the structure and function of neurons, synapses, and circuits. Using both text books and primary literature, we will examine the basic cell biological mechanisms that underlie the formation, function, and plasticity of neurons and circuits. Areas studied will include polarity, synapse formation, synaptic transmission, intracellular transport, plasticity, and regeneration."
"Grabel,Laura B.",.M.W... 02:50PM-04:10PM;,SHAN201;,25,8,8,7,5,4,0,0,0,FALSE,01,BIOL325,Fall2016,NSM BIOL,Graded,([MB&B181 or BIOL181] AND [BIOL182 or MB&B182]),(BIOL)(CIS)(NS&B)(SISP),Stem Cells: Basic Biology to Clinical Application,TRUE,"This course will cover recent advances in stem cell biology, including adult and embryonic stem cells. We will examine the ethics as well as the science of this emerging field.The ethics component will include a consideration of how ""human"" a mouse brain becomes upon addition of human cells."
"Treloar,Helen B.",..T.R.. 10:20AM-11:40AM;,SCIE113;,15,10,5,1,NA,0,0,NA,NA,FALSE,01,NS&B353,Fall2016,NSM NS&B,Graded,[NS&B213 or BIOL213 or PSYC240],(BIOL)(CIS)(NS&B)(PSYC)(SISP),Neurobiology of Neurological Disorders,TRUE,"This course aims to provide a foundation in the underlying mechanisms of neurological and psychiatric disorders. We will explore through lectures and readings of primary literature a number of important neurological and psychiatric diseases, including autism, schizophrenia, Alzheimer's disease, mental retardation, epilepsy, and Parkinson's disease. This course focuses on the fundamental molecular and cellular mechanisms that underlie neurological disorders and is designed to engage students who wish to study basic aspects of brain function."
"Treloar,Helen B.",..T.R.. 01:20PM-02:40PM;,SCIE113;,15,10,5,3,NA,0,0,NA,NA,FALSE,02,NS&B353,Fall2016,NSM NS&B,Graded,[NS&B213 or BIOL213 or PSYC240],(BIOL)(CIS)(NS&B)(PSYC)(SISP),Neurobiology of Neurological Disorders,TRUE,"This course aims to provide a foundation in the underlying mechanisms of neurological and psychiatric disorders. We will explore through lectures and readings of primary literature a number of important neurological and psychiatric diseases, including autism, schizophrenia, Alzheimer's disease, mental retardation, epilepsy, and Parkinson's disease. This course focuses on the fundamental molecular and cellular mechanisms that underlie neurological disorders and is designed to engage students who wish to study basic aspects of brain function."
"Coolon,Joseph David   Devoto,Stephen H.   Grabel,Laura B.   Johnson,Ruth Ineke   Weir,Michael P.",.M..... 12:15PM-01:15PM;,SCIE72;,17,3,2,4,12,0,0,0,0,FALSE,01,BIOL505,Fall2016,None,Student Option,None,(CIS),Cell and Development Journal Club I,FALSE,"Presentation and active discussion of a series of current research articles in the field of cell and developmental biology from journals including CELL, JOURNAL OF CELL BIOLOGY, DEVELOPMENT, GENES AND DEVELOPMENT, DEVELOPMENTAL BIOLOGY, SCIENCE, and NATURE."
"Aaron,Gloster B.   Kirn,John    Naegele,Janice R.   Robinson,Mike",.M..... 12:15PM-01:15PM;,SHAN314;,12,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,BIOL509,Fall2016,None,Credit/Unsatisfactory,None,(CIS),Neuroscience Journal Club I,TRUE,Presentation and discussion of current research articles in the field of neuroscience.
"Kirn,John",.....F. 03:40PM-05:10PM;,SHAN107;,25,NA,NA,3,25,NA,NA,NA,NA,FALSE,01,BIOL557,Fall2016,None,Credit/Unsatisfactory,None,None,Advanced Research Seminars in Biology,FALSE,"This course focuses on the specific research projects of the individual graduate students in the Biology Department, and it comprises student presentations and discussion including the department faculty, graduate students and post doctoral fellows. The course offers a forum for presenting new results and exploring new ideas, as well as for providing researchers with feedback and suggestions for solving methodological problems. It also provides an opportunity for students to become familiar with the wide range of biological research taking place in the department."
"Powzyk,Joyce Ann",...W.F. 10:50AM-12:10PM;,HALL84;,35,0,0,-3,NA,15,10,10,0,FALSE,01,BIOL106,Spring2017,NSM BIOL,Graded,None,None,The Biology of Sex,FALSE,"This course is featured as a general education course within the Department of Biology. Serving to complement courses currently offered within biology that only touch upon the subject of sex, this course will dive into specifics regarding sexual behavior and will serve to highlight new discoveries that have been facilitated by novel scientific techniques and approaches. As we study the biology of sex in the animal world, it becomes apparent that sex is achieved in a multitude of ways, many appearing rather bizarre and flamboyant. Yet under these guises, animals are still able to mate and reproduce. Sex is often defined according to sexual reproduction, whereby two individuals that are male and female mate and have offspring. However, many organisms engage in asexual reproduction and/or a combination of the two reproductive strategies. Reproductive anatomy and behavior will be addressed as we explore a variety of organisms, ranging from marine mollusks and their ""sex changes"" to the (female) marmoset monkey that can give birth to chimeras (an offspring with more than two parents). As an organism pursues sex, what are the mating strategies? What are the chemicals of sex (pheromones and hormones)? By examining the biology of sex in detail, we will also debate age-old topics such as whether sexual reproduction is sexist, the competing strategies of males and females, and whether human cultural displays are yet another way to decipher quality in a potential mate."
"Powzyk,Joyce Ann",...W.F. 02:50PM-04:10PM;,SCIE141;,19,NA,NA,-2,NA,0,0,0,0,FALSE,02,BIOL106,Spring2017,NSM BIOL,Graded,None,None,The Biology of Sex,FALSE,"This course is featured as a general education course within the Department of Biology. Serving to complement courses currently offered within biology that only touch upon the subject of sex, this course will dive into specifics regarding sexual behavior and will serve to highlight new discoveries that have been facilitated by novel scientific techniques and approaches. As we study the biology of sex in the animal world, it becomes apparent that sex is achieved in a multitude of ways, many appearing rather bizarre and flamboyant. Yet under these guises, animals are still able to mate and reproduce. Sex is often defined according to sexual reproduction, whereby two individuals that are male and female mate and have offspring. However, many organisms engage in asexual reproduction and/or a combination of the two reproductive strategies. Reproductive anatomy and behavior will be addressed as we explore a variety of organisms, ranging from marine mollusks and their ""sex changes"" to the (female) marmoset monkey that can give birth to chimeras (an offspring with more than two parents). As an organism pursues sex, what are the mating strategies? What are the chemicals of sex (pheromones and hormones)? By examining the biology of sex in detail, we will also debate age-old topics such as whether sexual reproduction is sexist, the competing strategies of males and females, and whether human cultural displays are yet another way to decipher quality in a potential mate."
"Powzyk,Joyce Ann",..T.R.. 08:50AM-10:10AM;,SCIE137;,15,NA,NA,-1,NA,NA,NA,NA,15,FALSE,01,BIOL145,Spring2017,NSM BIOL,Graded,None,None,Primate Behavior: The Real Monkey Business,FALSE,"This course will examine the full spectrum of the primate order. How has evolution shaped these different primate species, and what underlying mechanisms have fueled their development? We will discuss primate ancestry, primate environments, and primate competition, all factors that mediate primate behavior. In addition, we will take the lessons learned from primate studies to determine how humans might use this knowledge toward the preservation and conservation of their nonhuman relatives."
"Cohan,Frederick M.   Bodznick,David",.M.W.F. 09:50AM-10:40AM;,SCIE150;,270,0,0,54,NA,20,20,100,130,FALSE,01,BIOL182,Spring2017,NSM BIOL,Student Option,[MB&B181 or BIOL181],(BIOL)(E&ES)(MB&B)(NS&B)(SISP),Principles of Biology II,TRUE,"This course concerns biological principles as they apply primarily at tissue, organismic, and population levels of organization. Course topics include developmental biology, animal physiology and homeostatic control systems, endocrinology, neurophysiology and the neuronal basis of behavior. Evidence for evolution is reviewed, as are the tenets of Darwin's theory of evolution by natural selection. The nature and importance of variation among organisms and of stochastic processes in evolution are discussed, as are modern theories of speciation and macroevolution. Finally, the course addresses interactions between organisms and their environments as well as the interactions among organisms in natural communities. Each of the topics of the course is explored from a comparative viewpoint to recognize common principles as well as variations among organisms that indicate evolutionary adaptation to different environments and niches."
"Murolo,Michelle Aaron",.M..... 01:20PM-04:10PM;,SCIE121;,42,0,0,0,NA,8,8,12,14,FALSE,01,BIOL192,Spring2017,NSM BIOL,Credit/Unsatisfactory,[MB&B191 or BIOL191],(BIOL)(MB&B)(NS&B),Principles of Biology II--Laboratory,TRUE,"This laboratory course, designed to be taken concurrently with BIOL182 or MB&B182, will introduce students to experimental design, laboratory methods, data analysis, and empirical approaches to developmental biology, physiology, ecology, and evolution. Laboratory exercises use the techniques of electrophysiology, microscopy, computer simulations, and analyses of DNA sequence data. Some exercises will include exploration of physiological processes in living animals."
"Murolo,Michelle Aaron",.M..... 06:40PM-09:30PM;,SCIE121;,42,0,0,-3,NA,8,6,14,14,FALSE,02,BIOL192,Spring2017,NSM BIOL,Credit/Unsatisfactory,[MB&B191 or BIOL191],(BIOL)(MB&B)(NS&B),Principles of Biology II--Laboratory,TRUE,"This laboratory course, designed to be taken concurrently with BIOL182 or MB&B182, will introduce students to experimental design, laboratory methods, data analysis, and empirical approaches to developmental biology, physiology, ecology, and evolution. Laboratory exercises use the techniques of electrophysiology, microscopy, computer simulations, and analyses of DNA sequence data. Some exercises will include exploration of physiological processes in living animals."
"Murolo,Michelle Aaron",..T.... 01:20PM-04:10PM;,SCIE121;,42,0,0,5,NA,8,6,14,14,FALSE,03,BIOL192,Spring2017,NSM BIOL,Credit/Unsatisfactory,[MB&B191 or BIOL191],(BIOL)(MB&B)(NS&B),Principles of Biology II--Laboratory,TRUE,"This laboratory course, designed to be taken concurrently with BIOL182 or MB&B182, will introduce students to experimental design, laboratory methods, data analysis, and empirical approaches to developmental biology, physiology, ecology, and evolution. Laboratory exercises use the techniques of electrophysiology, microscopy, computer simulations, and analyses of DNA sequence data. Some exercises will include exploration of physiological processes in living animals."
"Murolo,Michelle Aaron",...W... 01:20PM-04:10PM;,SCIE121;,42,0,0,2,NA,8,6,14,14,FALSE,04,BIOL192,Spring2017,NSM BIOL,Credit/Unsatisfactory,[MB&B191 or BIOL191],(BIOL)(MB&B)(NS&B),Principles of Biology II--Laboratory,TRUE,"This laboratory course, designed to be taken concurrently with BIOL182 or MB&B182, will introduce students to experimental design, laboratory methods, data analysis, and empirical approaches to developmental biology, physiology, ecology, and evolution. Laboratory exercises use the techniques of electrophysiology, microscopy, computer simulations, and analyses of DNA sequence data. Some exercises will include exploration of physiological processes in living animals."
"Murolo,Michelle Aaron",....R.. 01:20PM-04:10PM;,SCIE121;,42,0,0,2,NA,8,6,14,14,FALSE,05,BIOL192,Spring2017,NSM BIOL,Credit/Unsatisfactory,[MB&B191 or BIOL191],(BIOL)(MB&B)(NS&B),Principles of Biology II--Laboratory,TRUE,"This laboratory course, designed to be taken concurrently with BIOL182 or MB&B182, will introduce students to experimental design, laboratory methods, data analysis, and empirical approaches to developmental biology, physiology, ecology, and evolution. Laboratory exercises use the techniques of electrophysiology, microscopy, computer simulations, and analyses of DNA sequence data. Some exercises will include exploration of physiological processes in living animals."
"Cohan,Frederick M.   Bodznick,David",.M..... 07:10PM-08:30PM;,SHAN314;,20,0,0,1,NA,0,0,3,17,FALSE,01,BIOL194,Spring2017,NSM BIOL,Credit/Unsatisfactory,BIOL181 or MB&B181,None,Principles of Biology II: Advanced Topics,TRUE,"This course provides an optional supplement to the introductory course in physiology, development, evolution, and ecology (BIOL182, which should be taken concurrently). It is designed for highly motivated biology students who seek to enrich their understanding by engaging with current research in an intensive seminar setting. Students in BIOL194 will read and discuss recent journal articles that probe in greater depth some of the subjects covered in BIOL182. Weekly meetings will consist of a short lecture by the professor followed by group discussion of the readings."
"Devoto,Stephen H.",.M.W... 01:20PM-02:40PM;,SCIE109;,40,8,10,31,2,2,2,16,NA,FALSE,01,BIOL212,Spring2017,NSM MB&B,Graded,[MB&B181 or BIOL181],(BIOL)(CIS)(IDEA-MN)(MB&B)(SISP),Principles and Mechanisms of Cell Biology,TRUE,"The cell is the smallest structural and functional unit of an organism. Understanding the molecular basis for its behavior and function is critical to understand biological function at all levels, from molecular to organismic. The primary goal of this course is to understand the process of scientific discovery in the field of cell biology--how do we know what we know? The textbook will provide a background to read and discuss original research articles. We will cover cell and organelle structure and function, trafficking, cell adhesion and motility, proliferation, signal transduction, and cell differentiation. To demonstrate how basic biological processes combine to form a coherent whole, we will discuss examples of integration of biological functions in tissues--and when these go awry in disease."
"Sultan,Sonia",..T.R.. 02:50PM-04:10PM;,HALL84;,32,14,10,13,NA,4,4,0,NA,FALSE,01,BIOL215,Spring2017,NSM BIOL,Graded,[BIOL182 or MB&B182],(BIOL),Evolution in Human-Altered Environments,FALSE,"Human activities have altered natural environments and, indeed, have created entirely novel ecosystems such as cities and high-input farms. This course examines how these human alterations to the environment affect the evolution and coevolution of diverse organisms. Starting with an intensive overview of basic ecological and microevolutionary principles, we will consider a number of contemporary scenarios: evolutionary response to environmental contaminants, exploitation of natural populations, and global climate change; evolution in urban and agricultural ecosystems; and the evolutionary impact of nonnative, invasive, and genetically modified organisms."
"Doris,Rosemarie",.M.W.F. 09:50AM-10:40AM;,SHAN107;,40,0,5,-22,NA,15,10,10,0,FALSE,01,MB&B228,Spring2017,NSM MB&B,Graded,[MB&B181 or BIOL181] AND CHEM251,(BIOL)(IDEA-MN),Introductory Medical Biochemistry,TRUE,"This introductory course will focus on the essential concepts of biochemistry important to students interested in the health professions, including the chemical and biological foundations of cellular metabolism and related disease states. Major topics will include the structure and function of biological molecules in the human body (proteins, carbohydrates, fats, nucleic acids, vitamins), enzyme catalysis, cellular signaling, as well as digestion, absorption, and processing of nutrients for energy and growth."
"Burke,Ann Campbell",.M.W... 10:50AM-12:10PM; .....F. 08:10AM-10:10AM;,SHAN201;  HALL283;,24,8,8,15,NA,3,2,3,0,FALSE,01,BIOL235,Spring2017,NSM BIOL,Graded,([MB&B181 or BIOL181] AND [BIOL182 or MB&B182] AND [MB&B191 or BIOL191] AND [BIOL192 or MB&B192]),(BIOL)(SISP),Comparative Vertebrate Anatomy,FALSE,This course will provide a comprehensive overview of the basic structure and function of the main organ systems in vertebrates. Developmental anatomy will be an integral part of the class because of the importance of embryology to understanding both similarity and variation of common systems in different taxa. The course will consist of both lectures and laboratory sessions for dissection of key systems.
"Coolon,Joseph David",..T.R.. 10:20AM-11:40AM;,SCIE72;,16,5,5,-5,2,2,2,0,0,FALSE,01,BIOL310,Spring2017,NSM BIOL,Graded,[MB&B181 or BIOL181],(BIOL)(IDEA-MN)(MB&B),Genomics Analysis,TRUE,"This course is an introduction to genomics and analysis for students with interest in life sciences. It introduces current applications of genomics techniques, how to build a genomics workflow, and an introduction to statistical analyses in R programming language. This course assumes little or no prior programming experience and will provide hands-on experience in taking raw next-generation sequencing data through a custom workflow and ending with analyses in R statistical software."
"Treloar,Helen B.",..T.R.. 10:20AM-11:40AM;,SCIE92;,15,9,6,1,NA,0,0,NA,NA,FALSE,01,NS&B328,Spring2017,NSM NS&B,Graded,[NS&B213 or BIOL213 or PSYC240],(BIOL)(NS&B),Chemical Senses,TRUE,"The least well understood of the senses, chemical sensation, is key to survival and behavior of many species. In this course, you will study the structure and function of sensory neurons in both the gustatory and olfactory systems, as well as in chemosensory irritation. We will examine coding of sensory information to understand how higher cortical areas interpret stimuli. We will look at a variety of animal models and discover common organizing principles across phyla. An emphasis will be placed on the cell biology of these systems. Students will participate in reading, analyzing, and presenting recent studies from different areas within chemical sense to highlight recent findings and where the emphasis in chemosensory research is focused."
"Johnson,Ruth Ineke",.M.W... 02:50PM-04:10PM;,HALL290;,12,6,4,4,2,0,0,0,NA,FALSE,01,BIOL334,Spring2017,NSM BIOL,Graded,([MB&B181 or BIOL181] AND [BIOL182 or MB&B182] AND [MB&B191 or BIOL191] AND [BIOL192 or MB&B192]),(BIOL)(MB&B),Shaping the Organism,FALSE,"We are composed of tissues and organs of distinct shapes, but how are these shapes formed? To answer this question, biologists turn to the embryos and developing tissues of model organisms to study the mechanisms that build tissues with distinctive shapes and patterns. These mechanisms include changes in the cytoskeleton and cell-adhesion, changes in cell shape, changes in the forces within a cell and across a tissue, and signals that determine whether cells live or die. It turns out that most of the processes required to correctly shape embryos and tissues have also been found to function incorrectly in a variety of human diseases! This is a part-seminar, part-laboratory course that examines tissue and pattern generation in Drosophila (the fruit fly), an accessible model organism that has been extensively used to study the conserved processes and proteins that shape tissues. First, we will examine how the Drosophila embryo is shaped and patterned. Second, we examine how the Drosophila eye is assembled and patterned. Students will set up Drosophila crosses, use popular techniques to manipulate protein expression, and dissect and image fly tissues."
"Naegele,Janice R.",.M.W... 01:20PM-02:40PM;,SHAN314;,20,10,10,13,NA,NA,NA,NA,NA,FALSE,01,BIOL345,Spring2017,NSM BIOL,Graded,(NS&B213 AND MB&B181 AND BIOL182) OR (NS&B213 AND MB&B181 AND BIOL196) OR (NS&B213 AND MB&B195 AND BIOL182) OR (NS&B213 AND MB&B195 AND BIOL196),(BIOL)(CIS)(NS&B)(SISP),Developmental Neurobiology,TRUE,"Near the top of the list of unsolved mysteries in biology is the enigma of how the brain constructs itself. Here is an organ that can make us feel happy, sad, amused, and in love. It responds to light, touch, and sound; it learns; it organizes movements; it controls bodily functions. An understanding of how this structure is constructed during embryonic and postnatal development has begun to emerge from molecular-genetic, cellular, and physiological studies. In this course, we will discuss some of the important events in building the brain and explore the role of genes and the environment in shaping the brain. With each topic in this journey, we will ask what the roles of genes and the environment are in forming the nervous system. We will also discuss developmental disorders resulting from developmental processes that have gone astray. This is a reading-intensive seminar course emphasizing classroom discussions, with readings from a textbook and the primary scientific literature."
"Aaron,Gloster B.",..T.R.. 02:50PM-04:10PM;,SHAN201;,19,8,8,1,NA,3,0,0,0,FALSE,01,BIOL347,Spring2017,NSM BIOL,Student Option,[NS&B213 or BIOL213 or PSYC240],(BIOL)(NS&B),Mammalian Cortical Circuits,TRUE,"While scientists are still very unsure of how the mammalian cortex enables conscious perception and thought, there has been a tremendous explosion of knowledge recently concerning the wide heterogeneity of neuronal classes and the specific kinds of connections between these classes. Detailed wiring diagrams of local cortical circuits are emerging, colored with dynamic connections that have created a wellspring of ideas motivated toward understanding the cortex with reverse-engineering strategies. This course will focus on cortical circuit studies in the neocortex. Students will come to know, for example, many different varieties of inhibitory interneurons in terms of their firing properties, synaptic plasticities, the connections they make with other neurons, and what roles they might play in governing cortical dynamics."
"Kirn,John",.M.W... 02:50PM-04:10PM;,SHAN201;,30,10,10,13,NA,5,5,0,0,FALSE,01,BIOL351,Spring2017,NSM BIOL,Graded,[NS&B213 or BIOL213 or PSYC240],(BIOL)(NS&B)(SISP),Neurobiology of Learning and Memory,TRUE,"Animals as varied as sea slugs and humans display a number of types of learning, ranging from the capacity to acquire species-specific behavior to the ability to form arbitrary associations. Just as varied are the philosophies governing the choice of how to best study the neurobiology of learning and memory. Through lectures, class discussion, student presentations, and a critical reading of the primary literature, the advantages and disadvantages of these various approaches will be investigated. While the specific focus of this class will be on learning and memory, other ways in which the brain learns will also be explored. Normal brain ontogeny relies to some extent on invariant cues in the animal's environment, making this process somewhat analogous to learning. In fact, the neural substrates for learning are likely to be a subset of the basic steps used during brain development. Moreover, the developmental rules guiding brain assembly place constraints on the what, how, and when of brain function and learning. Therefore, this course will also cover select topics in basic developmental neurobiology."
"Treloar,Helen B.",..T.R.. 01:20PM-02:40PM;,SHAN201;,18,10,8,1,NA,0,0,NA,NA,FALSE,01,NS&B356,Spring2017,NSM NS&B,Graded,[NS&B213 or BIOL213 or PSYC240],(BIOL)(NS&B)(PSYC),Neurodevelopmental Disorders,TRUE,"This course aims to provide a foundation in the underlying mechanisms of neurodevelopmental disorders. We will explore through lectures and readings of primary literature a number of important neurological and psychiatric diseases, including genetic disorders such as Down syndrome, Fragile X, and Williams syndrome; spectrum disorders such as autism and fetal alcohol syndrome; ADHD, Tourettes, cerebral palsy, and some motor disorders including developmental coordination disorder, stereotypic movement disorder, sensory ingration disorder, and neonatal hypoxia. This course focuses on the fundamental molecular and cellular mechanisms that underlie neurological disorders and is designed to engage students who wish to study basic cellular aspects of brain function."
"MacQueen,Amy",.M...F. 01:20PM-02:40PM;,SCIE339;,30,13,12,16,5,0,0,0,0,FALSE,01,MB&B377,Spring2017,NSM MB&B,Graded,None,(IDEA-MN)(MB&B),Advanced Genetics,TRUE,"This course will focus on classical genetics, a discipline that grew from a desire to explain how adaptive traits are passed from generation to generation. Special emphasis will be placed on model organism genetics and on understanding how classical genetic analysis, in conjunction with the analysis of cellular and chromosome behavior, led to key discoveries about the nature of the gene, DNA, RNA, protein, and cellular function."
"Devoto,Stephen H.   Grabel,Laura B.   Johnson,Ruth Ineke",.M..... 12:15PM-01:15PM;,SCIE72;,12,2,0,4,10,0,0,0,0,FALSE,01,BIOL506,Spring2017,None,Student Option,None,(CIS),Cell and Development Journal Club II,FALSE,"Presentation and active discussion of a series of current research articles in the field of cell and developmental biology from journals including CELL, JOURNAL OF CELL BIOLOGY, DEVELOPMENT, GENES AND DEVELOPMENT, DEVELOPMENTAL BIOLOGY, SCIENCE, and NATURE."
